District,Sub-District,Estate,Link
Sha Tin,Tai Wai,(Tai Wai) Mei Pak Court /...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Tai-Wai/building-group(Tai%20Wai)%20Mei%20Pak%20Court%20%7C%20Mei%20Ying%20Court%20(Pik%20Tin%20Street%20%7C%20Mei%20Mun%20Lane%202000's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0293
Sha Tin,Tai Wai,(Tai Wai) Ka Keng Court /...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Tai-Wai/building-group(Tai%20Wai)%20Ka%20Keng%20Court%20%7C%20Ka%20Shun%20Court%20(Hin%20Keng%20Street%20%7C%20Hin%20Tin%20Street%202000's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0294
Sha Tin,Sha Tin,(Sha Tin) Sha Kok Estate ...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Sha%20Kok%20Estate%20-%20Sand%20Martin%20House%20(Sha%20Kok%20Street%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0117
Sha Tin,Sha Tin,(Sha Tin) Sha Kok Estate ...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Sha%20Kok%20Estate%20-%20Osprey%20House%20(Sha%20Kok%20Street%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0118
Sha Tin,Sha Tin,(Sha Tin) Sha Kok Estate ...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Sha%20Kok%20Estate%20-%20Herring%20Gull%20House%20(Sha%20Kok%20Street%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0119
Sha Tin,Sha Tin,(Sha Tin) Sha Kok Estate ...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Sha%20Kok%20Estate%20-%20Green%20Heron%20House%20(Sha%20Kok%20Street%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0120
Sha Tin,Sha Tin,(Sha Tin) Sha Kok Estate ...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Sha%20Kok%20Estate%20-%20Oriole%20House%20(Sha%20Kok%20Street%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0121
Sha Tin,Sha Tin,(Sha Tin) Sha Kok Estate ...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Sha%20Kok%20Estate%20-%20Bean%20Goose%20House%20(Sha%20Kok%20Street%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0122
Sha Tin,Sha Tin,(Sha Tin) Sha Kok Estate ...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Sha%20Kok%20Estate%20-%20Skylark%20House%20(Sha%20Kok%20Street%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0123
Sha Tin,Sha Tin,(Sha Tin) Shui Chuen O Es...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Shui%20Chuen%20O%20Estate%20-%20Ching%20Chuen%20%7C%20Long%20Chuen%20House%20(Pok%20Chuen%20Street%202000's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0124
Sha Tin,Sha Tin,(Sha Tin) Shui Chuen O Es...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Shui%20Chuen%20O%20Estate%20-%20Yan%20Chuen%20%7C%20Hei%20Chuen%20House%20(Pok%20Chuen%20Street%202000's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0125
Sha Tin,Sha Tin,(Sha Tin) Shui Chuen O Es...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Shui%20Chuen%20O%20Estate%20-%20Lok%20Chuen%20House%20(Pok%20Chuen%20Street%202000's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0126
Sha Tin,Sha Tin,(Sha Tin) Lek Yuen Estate...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Lek%20Yuen%20Estate%20-%20Kwai%20Wo%20House%20(Yuen%20Wo%20Road%201970's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0128
Sha Tin,Sha Tin,(Sha Tin) Lek Yuen Estate...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Lek%20Yuen%20Estate%20-%20Wing%20Shui%20House%20(Yuen%20Wo%20Road%201970's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0129
Sha Tin,Sha Tin,(Sha Tin) Lek Yuen Estate...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Lek%20Yuen%20Estate%20-%20Fook%20Hoi%20%7C%20Wah%20Fung%20%7C%20Fu%20Yu%20House%20(Yuen%20Wo%20Road%201970's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0130
Sha Tin,Sha Tin,(Sha Tin) Lek Yuen Estate...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Lek%20Yuen%20Estate%20-%20Luk%20Chuen%20House%20(Yuen%20Wo%20Road%201970's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0131
Sha Tin,Sha Tin,(Sha Tin) Lek Yuen Estate...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Lek%20Yuen%20Estate%20-%20Sau%20Chuen%20House%20(Yuen%20Wo%20Road%201970's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0132
Sha Tin,Sha Tin,(Sha Tin) Lek Yuen Estate...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Lek%20Yuen%20Estate%20-%20Fung%20Wo%20House%20(Wo%20Che%20Street%201970's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0133
Sha Tin,Sha Tin,(Sha Tin) Lek Yuen Estate...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Lek%20Yuen%20Estate%20-%20Hong%20Wo%20House%20(Wo%20Che%20Street%201970's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0134
Sha Tin,Sha Tin,(Sha Tin) Lek Yuen Estate...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Lek%20Yuen%20Estate%20-%20Tak%20Wo%20%7C%20Hau%20Wo%20%7C%20Chi%20Wo%20House%20(Wo%20Che%20Street%201970's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0135
Sha Tin,Sha Tin,(Sha Tin) Lek Yuen Estate...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Lek%20Yuen%20Estate%20-%20Shun%20Wo%20%7C%20King%20Wo%20House%20(Wo%20Che%20Street%20%7C%20Fung%20Wo%20Lane%201970-2000's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0136
Sha Tin,Sha Tin,(Sha Tin) Wo Che Estate -...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Wo%20Che%20Estate%20-%20Hip%20Wo%20%7C%20Yan%20Wo%20%7C%20Mei%20Wo%20House%20(Wo%20Che%20Street%201970's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0137
Sha Tin,Sha Tin,(Sha Tin) Wo Che Estate -...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Wo%20Che%20Estate%20-%20Man%20Wo%20House%20(Wo%20Che%20Street%201970's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0138
Sha Tin,Sha Tin,(Sha Tin) Wo Che Estate -...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Wo%20Che%20Estate%20-%20Foo%20Wo%20House%20(Wo%20Che%20Street%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0139
Sha Tin,Sha Tin,(Sha Tin) Wo Che Estate -...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Wo%20Che%20Estate%20-%20Tai%20Wo%20House%20(Wo%20Che%20Street%201970's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0140
Sha Tin,Sha Tin,(Sha Tin) Fung Wo Estate ...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Fung%20Wo%20Estate%20-%20Wo%20Yue%20House%20(Fung%20Shun%20Street%202000's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0141
Sha Tin,Sha Tin,(Sha Tin) Fung Wo Estate ...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Fung%20Wo%20Estate%20-%20Wo%20Shun%20%7C%20Wo%20On%20House%20(Fung%20Shun%20Street%202000's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0142
Sha Tin,Sha Tin,(Sha Tin) Pok Hong Estate...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Pok%20Hong%20Estate%20-%20Pok%20Yat%20House%20(Shui%20Chuen%20Au%20Street%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0143
Sha Tin,Sha Tin,(Sha Tin) Pok Hong Estate...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Pok%20Hong%20Estate%20-%20Pok%20Chi%20House%20(Shui%20Chuen%20Au%20Street%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0144
Sha Tin,Sha Tin,(Sha Tin) Pok Hong Estate...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Pok%20Hong%20Estate%20-%20Pok%20Tai%20House%20(Shui%20Chuen%20Au%20Street%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0145
Sha Tin,Sha Tin,(Sha Tin) Pok Hong Estate...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Pok%20Hong%20Estate%20-%20Pok%20Wah%20%7C%20Pok%20Yue%20House%20(Sha%20Kok%20Street%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0146
Sha Tin,Sha Tin,(Sha Tin) Pok Hong Estate...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Pok%20Hong%20Estate%20-%20Pok%20On%20House%20(Sha%20Kok%20Street%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0147
Sha Tin,Sha Tin,(Sha Tin) Pok Hong Estate...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Pok%20Hong%20Estate%20-%20Pok%20Man%20House%20(Sha%20Kok%20Street%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0148
Sha Tin,Sha Tin,(Sha Tin) Pok Hong Estate...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Pok%20Hong%20Estate%20-%20Pok%20Tat%20House%20(Sha%20Kok%20Street%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0149
Sha Tin,Sha Tin,(Sha Tin) Jat Min Chuen -...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Jat%20Min%20Chuen%20-%20Ming%20Yiu%20Lau%20(Jat%20Min%20Chuen%20Street%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0150
Sha Tin,Sha Tin,(Sha Tin) Jat Min Chuen -...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Jat%20Min%20Chuen%20-%20Ming%20Yan%20Lau%20(Jat%20Min%20Chuen%20Street%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0151
Sha Tin,Sha Tin,(Sha Tin) Jat Min Chuen -...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Jat%20Min%20Chuen%20-%20Ming%20Shun%20Lau%20(Jat%20Min%20Chuen%20Street%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0152
Sha Tin,Sha Tin,(Sha Tin) Yue Shing Court...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Yue%20Shing%20Court%20(Tai%20Chung%20Kiu%20Road%201980's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0153
Sha Tin,Sha Tin,(Sha Tin) Peak One Phase ...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Peak%20One%20Phase%201-3%20%7C%20The%20Great%20Hill%20(Mei%20Tin%20Road%20%7C%20Tung%20Lo%20Wan%20Hill%20Road%202000's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0154
Sha Tin,Sha Tin,(Sha Tin) Pristine Villa ...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Pristine%20Villa%20(Tung%20Lo%20Wan%20Hill%20Road%201990's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0155
Sha Tin,Sha Tin,(Sha Tin) Shatin Park Pha...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Shatin%20Park%20Phase%201%20(Sha%20Kok%20Street%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0156
Sha Tin,Sha Tin,(Sha Tin) Lai Shing Garde...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Lai%20Shing%20Garden%20%7C%20Greenfield%20Court%20%7C%20Greenwood%20Garden%20(Sha%20Tin%20Wai%20Road%20%7C%20Sha%20Kok%20Street%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0157
Sha Tin,Sha Tin,(Sha Tin) Garden Rivera (...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Garden%20Rivera%20(Tai%20Chung%20Kiu%20Road%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0158
Sha Tin,Sha Tin,(Sha Tin) Shatin Park Pha...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Shatin%20Park%20Phase%202-3%20%7C%20Chuen%20Fai%20Centre%20%7C%20Kingston%20Lodge%20(Kong%20Pui%20Street%201980-2000's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0159
Sha Tin,Sha Tin,(Sha Tin) Greenwood Garde...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Greenwood%20Garden%20%7C%20Springfield%20Garden%20(Yuen%20Chau%20Kok%20Road%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0161
Sha Tin,Sha Tin,(Sha Tin) stone houses / ...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20stone%20houses%20%7C%20village%20houses?field=t_pop&sort=default&detailcode=ST0162
Sha Tin,Sha Tin,(Sha Tin) village houses ...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20village%20houses%20%7C%20houses%20%7C%20villas?field=t_pop&sort=default&detailcode=ST0163
Sha Tin,Sha Tin,(Sha Tin) Belair Gardens ...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Belair%20Gardens%20-%20Admiralty%20%7C%20Beverley%20%7C%20Carmel%20%7C%20Kingston%20%7C%20Lincoln%20Heights%20(Tai%20Chung%20Kiu%20Road%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0164
Sha Tin,Sha Tin,(Sha Tin) Belair Gardens ...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Belair%20Gardens%20-%20Dominion%20%7C%20Estoril%20%7C%20Fontana%20%7C%20Grenville%20%7C%20Hoover%20Heights%20(Tai%20Chung%20Kiu%20Road%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0165
Sha Tin,Sha Tin,(Sha Tin) Belair Gardens ...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Belair%20Gardens%20-%20Imperial%20Heights%20%7C%20Jade%20Heights%20%7C%20Manhattan%20Heights%20%7C%20Nelly%20Heights%20(Tai%20Chung%20Kiu%20Road%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0192
Sha Tin,Sha Tin,(Tai Wai / Sha Tin) other...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Tai%20Wai%20%7C%20Sha%20Tin)%20other%20buildings?field=t_pop&sort=default&detailcode=ST0193
Sha Tin,Sha Tin,(Sha Tin) New Town Plaza ...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20New%20Town%20Plaza%20Phase%203%20(Sha%20Tin%20Centre%20Street%201990's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0282
Sha Tin,Sha Tin,(Sha Tin) Sha Tin Centre ...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Sha%20Tin%20Centre%20(Wang%20Pok%20Street%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0283
Sha Tin,Sha Tin,(Sha Tin) Sha Tin Plaza (...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Sha%20Tin%20Plaza%20(Sha%20Tin%20Centre%20Street%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0284
Sha Tin,Sha Tin,(Sha Tin) Lucky Plaza (Wa...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Lucky%20Plaza%20(Wang%20Pok%20Street%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0285
Sha Tin,Sha Tin,(Sha Tin) Hilton Plaza (S...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Hilton%20Plaza%20(Sha%20Tin%20Centre%20Street%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0287
Sha Tin,Sha Tin,(Sha Tin) Scenery Court /...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Scenery%20Court%20%7C%20Wai%20Wah%20Centre%20(Sha%20Tin%20Centre%20Street%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0288
Sha Tin,Sha Tin,(Sha Tin) Shui Chuen O Es...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Shui%20Chuen%20O%20Estate%20-%20Yuet%20Chuen%20House%20(Pok%20Chuen%20Street%202000's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0308
Sha Tin,Sha Tin,(Sha Tin) Shui Chuen O Es...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Shui%20Chuen%20O%20Estate%20-%20Ming%20Chuen%20House%20(Pok%20Chuen%20Street%202000's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0309
Sha Tin,Sha Tin,(Sha Tin) Shui Chuen O Es...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Shui%20Chuen%20O%20Estate%20-%20Ho%20Chuen%20House%20(Pok%20Chuen%20Street%202000's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0310
Sha Tin,Sha Tin,(Sha Tin) Shui Chuen O Es...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Shui%20Chuen%20O%20Estate%20-%20Shing%20Chuen%20House%20(Pok%20Chuen%20Street%202000's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0311
Sha Tin,Sha Tin,(Sha Tin) Shui Chuen O Es...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Shui%20Chuen%20O%20Estate%20-%20Ying%20Chuen%20House%20(Pok%20Chuen%20Street%202000's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0312
Sha Tin,Sha Tin,(Sha Tin) Shui Chuen O Es...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Shui%20Chuen%20O%20Estate%20-%20Mau%20Chuen%20%7C%20Lam%20Chuen%20House%20(Pok%20Chuen%20Street%202000's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0313
Sha Tin,Sha Tin,(Sha Tin) Shui Chuen O Es...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Shui%20Chuen%20O%20Estate%20-%20Shou%20Chuen%20%7C%20Chuk%20Chuen%20House%20(Pok%20Chuen%20Street%202000's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0314
Sha Tin,Sha Tin,(Sha Tin) Shui Chuen O Es...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Shui%20Chuen%20O%20Estate%20-%20Tsun%20Chuen%20House%20(Pok%20Chuen%20Street%202000's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0315
Sha Tin,Sha Tin,(Sha Tin) Shui Chuen O Es...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Shui%20Chuen%20O%20Estate%20-%20Sung%20Chuen%20%7C%20Shan%20Chuen%20House%20(Pok%20Chuen%20Street%202000's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0316
Sha Tin,Sha Tin,(Sha Tin) Shui Chuen O Es...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Sha-Tin/building-group(Sha%20Tin)%20Shui%20Chuen%20O%20Estate%20-%20Ling%20Chuen%20House%20(Pok%20Chuen%20Street%202000's%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0317
Sha Tin,Fo Tan,(Fo Tan) Sha Tin - 33 / Sc...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Fo-Tan/building-group(Fo%20Tan)%20Sha%20Tin%20-%2033%20%7C%20Scenery%20Garden%20(Sui%20Wo%20Road%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0166
Sha Tin,Fo Tan,(Fo Tan) Sui Wo Court - W...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Fo-Tan/building-group(Fo%20Tan)%20Sui%20Wo%20Court%20-%20Wing%20Mau%20%7C%20Wing%20Cheung%20%7C%20Wing%20Hing%20House%20(Sui%20Wo%20Road%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0167
Sha Tin,Fo Tan,(Fo Tan) Sui Wo Court - F...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Fo-Tan/building-group(Fo%20Tan)%20Sui%20Wo%20Court%20-%20Fung%20Yue%20%7C%20Fung%20Yat%20%7C%20Fung%20Lin%20House%20(Sui%20Wo%20Road%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0168
Sha Tin,Fo Tan,(Fo Tan) Sui Wo Court - H...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Fo-Tan/building-group(Fo%20Tan)%20Sui%20Wo%20Court%20-%20Hing%20Wan%20%7C%20Hing%20Sing%20%7C%20Hing%20On%20House%20(Sui%20Wo%20Road%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0169
Sha Tin,Fo Tan,(Fo Tan) Jubilee Garden B...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Fo-Tan/building-group(Fo%20Tan)%20Jubilee%20Garden%20Block%201-3%20(Lok%20King%20Street%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0170
Sha Tin,Fo Tan,(Fo Tan) Jubilee Garden B...,https://hkdata.centanet.com/BigData/hong-kong/Sha%20Tin/CHMA/Fo-Tan/building-group(Fo%20Tan)%20Jubilee%20Garden%20Block%207-8%20%7C%20Jubilee%20Court%20(Lok%20King%20Street%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=ST0171
